1563392568,2,LSM9DS1,-3.17,-6.60,-6.60,-0.11,0.59,0.19,-4.06,1.09,0.66
1563392568,3,MPU9250,0.96,0.16,0.02,27.85,137.28,18.69,-2.81,1.40,-0.67
1563392578,4,MPU9250,0.60,0.80,0.04,97.70,104.84,-39.05,1.59,-0.79,1.71
1563392578,5,MPU9250,0.20,-0.96,-0.21,-27.49,76.00,-9.19,3.54,-0.67,0.79
1563392578,1,LSM9DS1,5.46,7.93,7.93,-4.59,4.59,4.59,-12.19,-14.76,-9.82
1563392578,2,LSM9DS1,-3.26,-6.41,-6.41,-0.11,0.58,0.20,-4.93,0.60,0.78
1563392578,3,MPU9250,0.95,0.16,0.01,24.22,134.85,18.69,-2.01,1.22,-1.10
1563392588,4,MPU9250,0.59,0.81,0.05,96.50,104.84,-41.34,2.08,-0.18,1.53
1563392588,5,MPU9250,0.21,-0.97,-0.20,-26.30,72.44,-11.48,3.97,-0.18,0.85
1563392588,1,LSM9DS1,5.92,7.60,7.60,-4.59,4.59,4.59,-2.25,1.91,1.79
1563392588,2,LSM9DS1,-3.30,-6.29,-6.29,-0.10,0.59,0.21,-4.18,0.39,-0.11
1563392588,3,MPU9250,0.96,0.10,-0.01,23.01,138.49,23.36,-2.14,1.04,-1.16
1563392599,4,MPU9250,0.61,0.78,0.02,95.31,108.42,-37.90,1.71,-0.73,1.71
1563392599,5,MPU9250,0.18,-0.96,-0.24,-25.10,71.25,-3.45,3.78,-0.79,0.61
1563392599,1,LSM9DS1,5.85,7.71,7.71,-4.59,4.59,4.59,-4.47,-7.19,-0.63
1563392599,2,LSM9DS1,-3.18,-6.38,-6.38,-0.10,0.59,0.19,-4.48,0.64,1.13
1563392599,3,MPU9250,0.95,0.16,-0.04,27.85,133.63,24.53,-1.95,1.77,-0.67
1563392609,4,MPU9250,0.61,0.81,0.02,96.50,103.65,-37.90,5.25,4.64,6.04
1563392609,5,MPU9250,0.16,-0.94,-0.31,-22.71,70.06,-2.30,-0.12,-1.77,3.36
1563392609,1,LSM9DS1,4.80,8.68,8.68,-4.59,4.59,4.59,3.19,10.17,-3.28
1563392609,2,LSM9DS1,-3.04,-8.28,-8.28,-0.09,0.70,0.13,7.77,11.08,8.17
1563392609,3,MPU9250,0.94,0.17,0.15,27.85,142.14,11.68,-3.60,9.64,-0.49
1563392619,4,MPU9250,0.62,0.78,-0.03,92.93,104.84,-39.05,1.95,-0.31,1.53
1563392619,5,MPU9250,0.19,-0.95,-0.26,-21.52,72.44,-4.59,3.17,-1.53,0.61
1563392619,1,LSM9DS1,5.16,8.24,8.24,-4.59,4.59,4.59,-2.89,-0.02,-0.10
1563392619,2,LSM9DS1,-2.89,-7.17,-7.17,-0.08,0.63,0.17,-4.30,0.60,1.47
1563392619,3,MPU9250,0.95,0.15,0.03,24.22,139.71,23.36,-2.20,1.95,-0.67
1563392629,4,MPU9250,0.62,0.78,0.00,92.93,104.84,-37.90,1.95,-0.18,1.46
1563392629,5,MPU9250,0.20,-0.95,-0.22,-26.30,73.63,-6.89,4.15,-0.61,0.73
1563392629,1,LSM9DS1,5.93,7.69,7.69,-4.59,4.59,4.59,-2.17,0.96,0.81
1563392629,2,LSM9DS1,-2.92,-6.74,-6.74,-0.08,0.61,0.17,-4.19,0.88,0.50
1563392629,3,MPU9250,0.95,0.17,-0.04,24.22,134.85,22.19,-2.44,1.65,-0.55
1563392639,4,MPU9250,0.61,0.78,0.05,97.70,104.84,-41.34,1.95,-4.70,-1.40
1563392639,5,MPU9250,0.21,-0.97,-0.19,-26.30,77.19,-11.48,2.62,-0.24,0.79
1563392639,1,LSM9DS1,5.69,7.67,7.67,-4.59,4.59,4.59,-3.42,0.40,0.74
1563392639,2,LSM9DS1,-2.84,-6.72,-6.72,-0.08,0.60,0.19,-4.08,1.09,0.96
1563392639,3,MPU9250,0.97,0.01,0.04,14.53,142.14,16.35,-3.30,3.54,-0.18
1563392649,4,MPU9250,0.73,0.84,-0.40,101.27,90.55,-42.49,-9.89,-10.07,34.4
1563392649,5,MPU9250,0.23,-0.95,-0.23,-26.30,78.38,-8.04,7.20,-0.12,1.16
1563392649,1,LSM9DS1,5.93,7.67,7.67,-4.59,4.59,4.59,-8.57,-10.42,4.46
1563392649,2,LSM9DS1,-2.38,-3.36,-3.36,-0.07,0.44,0.22,5.29,0.26,2.88
1563392649,3,MPU9250,0.92,-0.00,-0.26,20.59,126.34,28.03,-0.73,2.99,-2.44
1563392659,4,MPU9250,0.59,0.78,0.03,95.31,103.65,-41.34,-1.95,-2.44,-1.28
1563392659,5,MPU9250,0.21,-0.96,-0.21,-27.49,73.63,-8.04,2.99,-0.67,0.49
1563392659,1,LSM9DS1,5.77,7.65,7.65,-4.59,4.59,4.59,-4.93,-2.90,-1.18
1563392659,2,LSM9DS1,-3.09,-6.52,-6.52,-0.11,0.59,0.18,-9.89,7.58,1.06
1563392659,3,MPU9250,0.96,0.16,0.14,25.43,142.14,9.34,-4.70,6.10,0.12
